date,count,total_count,ratio
"2015-10-24","2","33848","5.90876861262113e-05"
"2015-10-25","1","35779","2.7949355767349563e-05"
"2015-10-26","6","57146","0.00010499422531760753"
"2015-10-27","6","58592","0.00010240305843801201"
"2015-10-28","11","59949","0.00018348929923768536"
"2015-10-29","4","59028","6.776445076912652e-05"
"2015-10-30","5","54789","9.125919436383216e-05"
"2015-10-31","1","36985","2.7037988373664998e-05"
"2015-11-01","3","36923","8.125016927118599e-05"
"2015-11-02","7","56277","0.00012438473976935516"
"2015-11-03","4","59521","6.720317198971792e-05"
"2015-11-04","6","59859","0.00010023555355084449"
"2015-11-05","8","60534","0.0001321571348333168"
"2015-11-06","6","54984","0.00010912265386294194"
"2015-11-07","2","34693","5.764851699190038e-05"
"2015-11-08","1","36722","2.7231632264037906e-05"
"2015-11-09","2","57713","3.465423734687159e-05"
"2015-11-10","4","60710","6.588700378850272e-05"
"2015-11-11","5","56353","8.872642095363158e-05"
"2015-11-12","5","58050","8.613264427217915e-05"
"2015-11-13","3","57471","5.2200240121104554e-05"
"2015-11-14","3","38117","7.870503974604508e-05"
"2015-11-15","7","37914","0.0001846283694677428"
"2015-11-16","6","58090","0.00010328800137717335"
"2015-11-17","3","59349","5.054845068998635e-05"
"2015-11-18","3","58443","5.1332067142343825e-05"
"2015-11-19","8","60294","0.0001326831857232892"
"2015-11-20","3","54296","5.525268896419626e-05"
"2015-11-21","0","35705","0"
"2015-11-22","3","36232","8.279973504084787e-05"
"2015-11-23","6","57500","0.00010434782608695653"
"2015-11-24","5","58971","8.478743789320175e-05"
"2015-11-25","6","56181","0.00010679767181075453"
"2015-11-26","0","46637","0"
"2015-11-27","3","45725","6.560962274466922e-05"
"2015-11-28","2","34640","5.7736720554272516e-05"
"2015-11-29","4","36776","0.00010876658690450294"
"2015-11-30","4","58916","6.789327177676693e-05"
"2015-12-01","4","59325","6.7425200168563e-05"
"2015-12-02","6","58154","0.00010317433022663961"
"2015-12-03","5","59624","8.385884878572387e-05"
"2015-12-04","4","55050","7.266121707538601e-05"
"2015-12-05","4","34798","0.00011494913500775907"
"2015-12-06","3","37506","7.998720204767237e-05"
"2015-12-07","5","57528","8.691419830343485e-05"
"2015-12-08","3","57964","5.175626250776344e-05"
"2015-12-09","6","59634","0.00010061374383740819"
"2015-12-10","4","59708","6.699269779594024e-05"
"2015-12-11","5","53914","9.27402900916274e-05"
"2015-12-12","2","34476","5.8011370228564796e-05"
"2015-12-13","3","36079","8.315086338313146e-05"
"2015-12-14","4","56940","7.024938531787847e-05"
"2015-12-15","10","60733","0.00016465512983056987"
"2015-12-16","6","59813","0.0001003126410646515"
"2015-12-17","3","58677","5.1127358249399256e-05"
"2015-12-18","3","55233","5.4315354950844607e-05"
"2015-12-19","1","34275","2.9175784099197667e-05"
"2015-12-20","6","36244","0.00016554464187175808"
"2015-12-21","11","53701","0.0002048378987355915"
"2015-12-22","11","53723","0.00020475401597081324"
"2015-12-23","2","52131","3.836488845408682e-05"
"2015-12-24","4","38930","0.00010274852298998202"
"2015-12-25","1","29091","3.4374892578460694e-05"
"2015-12-26","8","29335","0.00027271177773990115"
"2015-12-27","4","31602","0.00012657426745142712"
"2015-12-28","3","47161","6.36118826996883e-05"
"2015-12-29","5","48025","0.00010411244143675169"
"2015-12-30","8","48780","0.00016400164001640017"
"2015-12-31","7","41258","0.00016966406515100103"
"2016-01-01","4","30588","0.0001307702366941284"
"2016-01-02","8","30560","0.0002617801047120419"
"2016-01-03","11","33166","0.00033166495808960983"
"2016-01-04","7","53486","0.0001308753692555061"
"2016-01-05","7","56067","0.0001248506251449159"
"2016-01-06","5","57005","8.771160424524164e-05"
"2016-01-07","10","57695","0.00017332524482190832"
"2016-01-08","6","54635","0.0001098197126384186"
"2016-01-09","2","34455","5.804672761573066e-05"
"2016-01-10","3","37097","8.086907297086018e-05"
"2016-01-11","4","57826","6.91730363504306e-05"
"2016-01-12","3","60105","4.991265285749938e-05"
"2016-01-13","7","59831","0.0001169962059801775"
"2016-01-14","11","60022","0.0001832661357502249"
"2016-01-15","10","58433","0.0001711361730528982"
"2016-01-16","4","35986","0.00011115433779803257"
"2016-01-17","4","37075","0.0001078894133513149"
"2016-01-18","3","52472","5.7173349595974995e-05"
"2016-01-19","5","60339","8.286514526259965e-05"
"2016-01-20","4","61448","6.509569066527795e-05"
"2016-01-21","3","60672","4.944620253164557e-05"
"2016-01-22","5","56423","8.861634439856086e-05"
"2016-01-23","3","36268","8.271754714900187e-05"
"2016-01-24","3","37637","7.970879719425034e-05"
"2016-01-25","6","58036","0.00010338410641670687"
"2016-01-26","12","61439","0.000195315678966129"
"2016-01-27","9","62843","0.00014321404134111994"
"2016-01-28","7","62106","0.00011271052716323705"
"2016-01-29","3","57791","5.19111972452458e-05"
"2016-01-30","3","38229","7.847445656438829e-05"
"2016-01-31","5","37936","0.00013180092787853226"
"2016-02-01","11","61567","0.00017866714311238162"
"2016-02-02","4","63931","6.25674555380019e-05"
"2016-02-03","2","64469","3.102266205463091e-05"
"2016-02-04","6","63537","9.443316492752255e-05"
"2016-02-05","3","59796","5.0170579971904475e-05"
"2016-02-06","2","40560","4.930966469428008e-05"
"2016-02-07","2","38071","5.2533424391268947e-05"
"2016-02-08","3","58382","5.138570107224829e-05"
"2016-02-09","10","61122","0.0001636072118058964"
"2016-02-10","5","63731","7.84547551427092e-05"
"2016-02-11","6","65254","9.194838630582033e-05"
"2016-02-12","3","58091","5.16431116696218e-05"
"2016-02-13","0","38842","0"
"2016-02-14","3","36202","8.286834981492736e-05"
"2016-02-15","7","55640","0.00012580877066858376"
"2016-02-16","8","62268","0.00012847690627609687"
"2016-02-17","4","62985","6.35071842502183e-05"
"2016-02-18","9","63879","0.0001408913727516085"
"2016-02-19","4","58716","6.812453164384494e-05"
"2016-02-20","5","38597","0.000129543746923336"
"2016-02-21","4","38361","0.00010427256849404343"
"2016-02-22","7","60099","0.00011647448376844873"
"2016-02-23","10","62686","0.00015952525284752576"
"2016-02-24","7","64720","0.00010815822002472187"
"2016-02-25","9","64726","0.000139047677903779"
"2016-02-26","5","60205","8.304958059961797e-05"
"2016-02-27","4","38287","0.0001044741034815995"
"2016-02-28","2","41252","4.84824978182876e-05"
"2016-02-29","6","61513","9.754035732284233e-05"
"2016-03-01","12","64592","0.0001857815209313847"
"2016-03-02","6","64840","9.253547193090685e-05"
"2016-03-03","5","65438","7.640820318469391e-05"
"2016-03-04","5","61346","8.150490659537704e-05"
"2016-03-05","2","37928","5.273149124657245e-05"
"2016-03-06","3","40481","7.410884118475334e-05"
"2016-03-07","6","59937","0.00010010511036588417"
"2016-03-08","6","61334","9.782502364104738e-05"
"2016-03-09","5","63365","7.890791446382072e-05"
"2016-03-10","5","64358","7.76904192175021e-05"
"2016-03-11","4","57951","6.902383047747235e-05"
"2016-03-12","1","37852","2.6418683292824686e-05"
"2016-03-13","2","37320","5.359056806002143e-05"
"2016-03-14","5","61460","8.135372600065082e-05"
"2016-03-15","14","65152","0.00021488212180746562"
"2016-03-16","7","64293","0.00010887654954660694"
"2016-03-17","20","66096","0.0003025901718712176"
"2016-03-18","5","58249","8.583838349156209e-05"
"2016-03-19","5","36262","0.0001378853896641112"
"2016-03-20","5","37829","0.00013217372914959422"
"2016-03-21","8","58633","0.00013644193542885406"
"2016-03-22","11","61650","0.00017842660178426603"
"2016-03-23","6","56420","0.00010634526763559022"
"2016-03-24","6","56519","0.00010615899078186097"
"2016-03-25","4","48787","8.198905446122942e-05"
"2016-03-26","3","33932","8.841211835435577e-05"
"2016-03-27","6","35380","0.0001695873374788016"
"2016-03-28","14","52438","0.0002669819596475838"
"2016-03-29","9","60412","0.00014897702443223201"
"2016-03-30","5","62079","8.054253451247604e-05"
"2016-03-31","7","60867","0.00011500484663282239"
"2016-04-01","22","57877","0.0003801164538590459"
"2016-04-02","3","37725","7.952286282306163e-05"
"2016-04-03","12","40437","0.0002967579197269827"
"2016-04-04","10","60704","0.0001647337901950448"
"2016-04-05","20","65280","0.00030637254901960784"
"2016-04-06","7","62264","0.00011242451496852113"
"2016-04-07","7","60961","0.00011482751267203622"
"2016-04-08","2","57043","3.506126956857108e-05"
"2016-04-09","8","37535","0.0002131344078859731"
"2016-04-10","16","38533","0.00041522850543689824"
"2016-04-11","19","59176","0.00032107611193727184"
"2016-04-12","8","64127","0.00012475244436820684"
"2016-04-13","7","64229","0.0001089850379112239"
"2016-04-14","5","64344","7.770732313813254e-05"
"2016-04-15","8","59703","0.00013399661658543123"
"2016-04-16","1","36872","2.712085050987199e-05"
"2016-04-17","1","38396","2.6044379622877384e-05"
"2016-04-18","7","59249","0.00011814545393171192"
"2016-04-19","6","60630","9.896091044037604e-05"
"2016-04-20","6","63733","9.41427517926349e-05"
"2016-04-21","5","62023","8.06152556309756e-05"
"2016-04-22","10","55817","0.0001791568876865471"
"2016-04-23","6","35872","0.00016726137377341658"
"2016-04-24","2","37004","5.404821100421576e-05"
