"date","count","total_count","ratio"
2015-01-01,1,25611,3.90457225410956e-05
2015-01-02,6,31932,0.000187899285982713
2015-01-03,0,24646,0
2015-01-04,2,25513,7.83914083016501e-05
2015-01-05,3,39982,7.50337651943375e-05
2015-01-06,3,42366,7.08114997875655e-05
2015-01-07,3,45163,6.64260567278524e-05
2015-01-08,5,44928,0.000111289173789174
2015-01-09,3,44041,6.81183442701119e-05
2015-01-10,0,29093,0
